,time,signal,type,query,choice
0,197.83582663536072,searching,visual,"354,2013,5033",3
1,197.9956772327423,searching,visual,"1291,3483,3035",3
2,202.2267551422119,searching,visual,"1291,3483,3035",3
3,204.9880645275116,searching,visual,"2583,319,2185",3
4,207.7588837146759,searching,visual,"2637,1644,2960",3
5,209.90876460075378,searching,visual,"196,2637,2976",3
6,337.604531288147,searching,auditory,,3
7,345.0711724758148,searching,auditory,"33,863,342",3
8,354.5744514465332,searching,auditory,"134,182,156",3
9,365.13197588920593,searching,auditory,"66,600,196",3
10,375.27167654037476,searching,auditory,"66,600,196",3
11,390.37189078330994,searching,auditory,"359,476,370",3
12,691.9854919910431,has_information,visual,"1666,5726,5256",3
13,695.0185935497284,has_information,visual,"148,4726,1922",3
14,697.1744735240936,has_information,visual,"2728,5347,2833",3
15,699.349916934967,has_information,visual,"574,3969,421",3
16,701.4015083312988,has_information,visual,"4795,1221,358",3
17,703.8057379722595,has_information,visual,"5551,1223,1204",3
18,706.037088394165,has_information,visual,"5646,2314,96",3
19,707.1691176891327,has_information,visual,"1006,3247,2472",3
20,708.8200197219849,has_information,visual,"1379,2536,5209",3
21,710.15265417099,has_information,visual,"1557,3625,1910",3
22,711.3650975227356,has_information,visual,"2176,858,3552",3
23,713.5377900600433,has_information,visual,"4938,1731,3100",3
24,747.1734485626221,has_information,auditory,"233,789,264",3
25,761.55681848526,has_information,auditory,"232,192,595",3
26,775.3269789218903,has_information,auditory,"12,160,790",3
27,790.3433825969696,has_information,auditory,"678,112,363",3
28,792.5032467842102,has_information,auditory,"806,462,26",3
29,828.1298005580902,has_information,kinesthetic,"1290,392,159",3
30,841.7405335903168,has_information,kinesthetic,"1247,1464,1747",3
31,856.8730976581573,has_information,kinesthetic,"1247,1464,1747",3
32,868.2367548942566,has_information,kinesthetic,"790,1846,10",3
33,871.6309077739716,has_information,kinesthetic,"1371,793,1607",3
34,877.8577797412872,has_information,kinesthetic,"2053,1221,1680",3
35,895.7353582382202,has_information,kinesthetic,"736,1908,1689",3
36,902.6465198993683,has_information,kinesthetic,"1053,1172,455",3
37,1034.434695482254,has_item,visual,"3587,4811,934",3
38,1035.8709678649902,has_item,visual,"1118,1436,3866",3
39,1043.344895362854,has_item,visual,"3180,2614,4466",3
40,1046.1106119155884,has_item,visual,"4715,1314,4031",3
41,1047.9543154239655,has_item,visual,"2902,5225,4536",3
42,1051.1269063949585,has_item,visual,"1520,3767,3261",3
43,1052.8712334632874,has_item,visual,"606,5029,896",3
44,1056.572432756424,has_item,visual,"2826,1937,1985",3
45,1058.410633802414,has_item,visual,"504,1282,1432",3
46,1060.5581946372986,has_item,visual,"396,1830,2474",3
47,1062.2916507720947,has_item,visual,"1879,2855,5260",3
48,1063.9271738529205,has_item,visual,"1851,815,918",3
49,1066.243534564972,has_item,visual,"4530,3652,5892",3
50,1068.4878177642822,has_item,visual,"2599,2787,3371",3
51,1070.995064496994,has_item,visual,"3017,106,1345",3
52,1183.9374017715454,has_item,auditory,"510,431,74",3
53,1200.8505592346191,has_item,auditory,"208,384,98",3
54,1203.189656496048,has_item,auditory,"208,384,98",3
55,1205.0321118831635,has_item,auditory,"515,136,336",3
56,1216.953858613968,has_item,auditory,"515,136,336",3
57,1223.0950055122375,has_item,auditory,"252,439,579",3
58,1232.0656108856201,has_item,auditory,"505,446,406",3
59,1235.957934141159,has_item,auditory,"783,341,683",3
60,1244.139636039734,has_item,auditory,"517,384,287",3
61,1323.193241596222,has_item,kinesthetic,"1200,42,1111",3
62,1337.2340240478516,has_item,kinesthetic,"1560,910,1467",3
63,1350.6465792655945,has_item,kinesthetic,"1560,910,1467",3
64,1364.8810875415802,has_item,kinesthetic,"320,524,1274",3
65,1375.1264402866364,has_item,kinesthetic,"1950,1660,791",3
66,1422.6177139282227,idle,visual,"3165,3542,1705",3
67,1425.195886850357,idle,visual,"4336,2056,1137",3
68,1427.247317314148,idle,visual,"2637,2049,2615",3
69,1428.882954120636,idle,visual,"2637,2049,2615",3
70,1431.6181120872498,idle,visual,"4885,1535,3992",3
71,1433.3860611915588,idle,visual,"4425,5895,5240",3
72,1435.0268533229828,idle,visual,"4425,5895,5240",3
73,1613.5102350711823,idle,auditory,"43,494,708",3
74,1620.5241725444794,idle,auditory,"211,65,713",3
75,1635.2150440216064,idle,auditory,"497,376,606",3
76,1640.2334830760956,idle,auditory,"619,841,519",3
77,1648.3069815635681,idle,auditory,"654,606,695",3
78,1658.3222105503082,idle,auditory,"312,633,445",3
79,1667.055187702179,idle,auditory,"830,420,111",3
80,1678.5151979923248,idle,auditory,"584,85,471",3
81,1684.777359008789,idle,auditory,"79,245,471",2
82,1689.4040718078613,idle,auditory,"757,436,490",3
83,1718.576947927475,idle,auditory,"757,436,490",3
84,1732.439484834671,idle,auditory,"196,301,17",3
85,1734.8528213500977,idle,auditory,"99,39,848",3
86,1737.310228586197,idle,auditory,"98,427,578",3
87,1738.7441430091858,idle,auditory,"807,519,754",3
88,1740.9961004257202,idle,auditory,"401,87,812",3
89,1749.4964439868927,idle,auditory,"288,722,496",3
90,1751.4437565803528,idle,auditory,"288,371,590",3
91,1752.9826254844666,idle,auditory,"288,9,353",3
92,1754.516473531723,idle,auditory,"288,740,156",3
93,1756.9712445735931,idle,auditory,"288,744,695",3
94,1758.1996648311615,idle,auditory,"288,570,383",3
95,1760.7625722885132,idle,auditory,"288,43,66",3
96,1767.92174243927,idle,auditory,"288,61,263",3
97,1769.5697085857391,idle,auditory,"288,220,666",3
98,1776.2225403785706,idle,auditory,"288,673,522",3
99,1777.422735452652,idle,auditory,"288,472,431",3
100,1778.9870014190674,idle,auditory,"288,813,181",3
101,1780.46266579628,idle,auditory,"288,558,830",3
102,1781.8468601703644,idle,auditory,"288,530,90",3
103,1783.2428269386292,idle,auditory,"288,289,798",3
104,1784.6200666427612,idle,auditory,"288,192,603",3
105,1788.6144366264343,idle,auditory,"288,200,155",3
106,1794.21138215065,idle,auditory,"288,252,161",3
107,1795.576574087143,idle,auditory,"288,489,234",3
108,1802.0592572689056,idle,auditory,"288,13,262",3
109,1870.9423592090607,idle,kinesthetic,"1564,1775,1738",3
110,1884.7673642635345,idle,kinesthetic,"947,1607,780",3
111,1890.5365509986877,idle,kinesthetic,"1082,1607,762",1
112,1900.4366149902344,idle,kinesthetic,"218,739,1064",3
